Date,Close
2022-10-11 00:00:00-04:00,1400.0
2022-10-12 00:00:00-04:00,1396.4899999999998
2022-10-13 00:00:00-04:00,1424.6
2022-10-14 00:00:00-04:00,1399.6999999999998
2022-10-17 00:00:00-04:00,1427.12
2022-10-18 00:00:00-04:00,1439.9899999999998
2022-10-19 00:00:00-04:00,1432.1599999999999
2022-10-20 00:00:00-04:00,1422.9199999999998
2022-10-21 00:00:00-04:00,1449.4399999999998
2022-10-24 00:00:00-04:00,1463.12
2022-10-25 00:00:00-04:00,1481.1799999999998
2022-10-26 00:00:00-04:00,1472.5099999999998
2022-10-27 00:00:00-04:00,1466.4199999999998
2022-10-28 00:00:00-04:00,1493.4199999999998
2022-10-31 00:00:00-04:00,1485.0199999999998
2022-11-01 00:00:00-04:00,1479.9799999999998
2022-11-02 00:00:00-04:00,1451.1799999999998
2022-11-03 00:00:00-04:00,1439.6299999999999
2022-11-04 00:00:00-04:00,1455.5899999999997
2022-11-07 00:00:00-05:00,1466.3299999999997
2022-11-08 00:00:00-05:00,1472.4499999999998
2022-11-09 00:00:00-05:00,1448.9599999999998
2022-11-10 00:00:00-05:00,1510.37
2022-11-11 00:00:00-05:00,1521.7699999999998
2022-11-14 00:00:00-05:00,1511.6299999999999
2022-11-15 00:00:00-05:00,1521.7099999999998
2022-11-16 00:00:00-05:00,1512.62
2022-11-17 00:00:00-05:00,1509.0199999999998
2022-11-18 00:00:00-05:00,1514.36
2022-11-21 00:00:00-05:00,1510.07
2022-11-22 00:00:00-05:00,1525.9099999999999
2022-11-23 00:00:00-05:00,1533.4399999999998
2022-11-25 00:00:00-05:00,1533.1699999999998
2022-11-28 00:00:00-05:00,1514.0
2022-11-29 00:00:00-05:00,1511.9599999999998
2022-11-30 00:00:00-05:00,1549.1599999999999
2022-12-01 00:00:00-05:00,1548.2599999999998
2022-12-02 00:00:00-05:00,1546.85
2022-12-05 00:00:00-05:00,1524.9799999999998
2022-12-06 00:00:00-05:00,1507.7899999999997
2022-12-07 00:00:00-05:00,1505.7799999999997
2022-12-08 00:00:00-05:00,1514.9899999999998
2022-12-09 00:00:00-05:00,1506.1399999999999
2022-12-12 00:00:00-05:00,1523.0899999999997
2022-12-13 00:00:00-05:00,1532.0899999999997
2022-12-14 00:00:00-05:00,1524.4099999999999
